Absidia;Achroiostachys;Acremonium;Acrophialophora;Agaricus;Alternaria;Amanita;Ampelomyces;Angustimassarina;Aniptodera;Aphanoascus;Apodus;Arrhenia;Arthrobotrys;Articulospora;Ascobolus;Aspergillus;Atractiella;Aureobasidium;Auxarthron;Barnettozyma;Beauveria;Betamyces;Biappendiculispora;Bipolaris;Biscogniauxia;Bjerkandera;Blumeria;Botryoderma;Botryotrichum;Bovista;Byssochlamys;Byssonectria;Cadophora;Candelariella;Capronia;Cephalotrichum;Chaetomium;Cheilymenia;Chloridium;Chromelosporium;Chrysosporium;Ciliolarina;Cladophialophora;Cladorrhinum;Cladosporium;Clarireedia;Clitopilus;Clonostachys;Colletotrichum;Conocybe;Coprinellus;Coprinopsis;Coprinus;Cortinarius;Crocicreas;Curvularia;Cyberlindnera;Cyphellophora;Dactylaria;Dactylella;Dendryphion;Dichotomopilus;Dictyosporium;Dinemasporium;Drechmeria;Efibulobasidium;Eleutherascus;Emericellopsis;Entoloma;Equiseticola;Erysiphe;Exophiala;Exserohilum;Filobasidium;Flammulina;Fontanospora;Fusarium;Fusicolla;Fusidium;Gaertneriomyces;Gamsia;Ganoderma;Gelasinospora;Geminibasidium;Geomyces;Gibberella;Gliomastix;Glomus;Gongronella;Gymnoascus;Gyrothrix;Heteroconium;Hirsutella;Humicola;Hymenoscyphus;Hyphoderma;Hyphodiscus;Hyphodontia;Hypholoma;Ilyonectria;Iodophanus;Itersonilia;Jackrogersella;Knufia;Lachnum;Lactarius;Lambertella;Lecanicillium;Lepista;Leucothecium;Lobulomyces;Lycoperdon;Malassezia;Marasmiellus;Marasmius;Mariannaea;Meliniomyces;Metacordyceps;Metapochonia;Metarhizium;Microdochium;Microscypha;Minimedusa;Mollisia;Monocillium;Mortierella;Mrakia;Mycoarthris;Mycosphaerella;Myriodontium;Myrmecridium;Naganishia;Neobulgaria;Neodevriesia;Neoroussoella;Neosetophoma;Oidiodendron;Operculomyces;Ophiosphaerella;Orbilia;Paragibellulopsis;Paramyrothecium;Paranamyces;Paraphaeosphaeria;Paraphoma;Penicillium;Periconia;Peziza;Phaeoacremonium;Phaeosphaeria;Phialemoniopsis;Phialemonium;Phialocephala;Phlyctochytrium;Pholiotina;Phomatospora;Platystomum;Pleurophoma;Podospora;Preussia;Psathyrella;Pseudallescheria;Pseudeurotium;Pseudocoleophoma;Pseudogymnoascus;Pseudombrophila;Pseudopithomyces;Pseudorobillarda;Pseudotaeniolina;Pyrenochaeta;Radulomyces;Ramicandelaber;Ramophialophora;Rhizoctonia;Rhizophlyctis;Rhizophydium;Rhodotorula;Romagnesiella;Sarocladium;Schizothecium;Schwanniomyces;Sclerostagonospora;Sclerotinia;Scutellinia;Scytalidium;Serendipita;Setophaeosphaeria;Setophoma;Simocybe;Slooffia;Slopeiomyces;Smittium;Solicoccozyma;Spegazzinia;Spizellomyces;Sporidesmiella;Sporobolomyces;Staphylotrichum;Stemphylium;Striatibotrys;Subulicystidium;Symmetrospora;Syncephalis;Talaromyces;Tausonia;Tetracladium;Thelonectria;Tolypocladium;Torula;Trametes;Trichocladium;Trichoderma;Trichopezizella;Udeniozyma;Umbelopsis;Ustilago;Valsonectria;Volutella;Vuilleminia;Waitea;Zopfiella
FunITS-BC126-62_S126_L001;0;0;27;30;0;0;0;0;0;0;0;8;0;547;8;74;0;0;0;0;0;0;2;0;0;0;0;78;0;0;0;0;15;3;0;0;0;0;0;5;15907;0;0;0;61;27;0;0;28;0;0;10;8;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;807;0;0;0;85;0;0;0;0;1378;6;462;0;0;0;0;0;0;0;12;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;8;11;60;0;0;0;999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;57;4;0;0;0;0;0;23;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;422;18;0;0;22;0;0;0;0;0;0;2;0;206;0;22;23;0;0;0;0;12;0;0;0;0;0;12;3;0;0;0;40;0;0;0;0;0;0;0;0;0
FunITS-BC23-182_S23_L001;0;0;22;0;0;54;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;328;0;0;8359;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;458;0;0;0;710;0;0;0;0;5463;0;1055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;251;0;0;0;0;0;0;0;0;281;0;0;0;3317;0;0;0;0;0;0;131;638;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;11;0;30;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;25;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;0;0;0;56;0;0;0;19;0;0;0;0;0
FunITS-BC83-242_S83_L001;0;10;21;0;0;19;0;0;0;0;0;13;72;2743;0;684;0;0;0;0;0;0;0;0;0;0;0;133;0;0;0;0;15;24;0;0;0;0;22;23;8065;0;0;0;0;25;0;0;559;0;0;169;1087;0;0;25;0;0;0;0;260;0;3;0;0;0;0;0;3663;0;0;0;71;0;0;0;0;1037;17;457;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;20;17;0;0;301;0;0;0;0;25;0;0;0;0;0;0;0;30;0;0;0;0;0;0;218;49;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;29;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;355;7;0;0;6;0;0;0;0;0;0;0;0;166;0;32;21;0;0;0;0;0;0;0;0;31;26;0;0;0;0;0;1447;8;0;0;0;0;38;0;0;0
FunITS-BC77-236_S77_L001;0;0;33;0;0;0;0;0;0;0;0;0;0;155;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;14;0;7;0;0;0;9;3415;0;0;0;0;0;0;0;57;0;0;0;0;14064;0;215;0;0;0;0;0;0;0;0;0;0;0;0;422;4;0;0;56;0;0;0;0;132;0;32;0;0;9;0;0;0;16;27;0;0;0;0;0;0;11;33;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;17;0;0;0;33;0;0;0;0;37;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;34;104;0;0;0;0;4;0;0;0;0;0;0;0;0;0;181;0;0;0;0;0;27;17;0;0;0;0;0;0;0;7;0;110;97;0;0;0;0;0;0;0;0;0;0;0;654;0;0;0;0;0;0;0;0;0;17;0;0;1228;64;0;0;0;8;35;0;20;0;0;0;0;0;0;0
FunITS-BC62-221_S62_L001;0;0;0;0;0;26;0;0;0;0;0;0;5;109;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;7;7;4335;0;0;0;0;4;0;0;9;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;15223;0;0;0;414;0;0;0;0;9;7;16;0;0;0;0;0;0;14;6;0;0;0;0;0;0;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;14;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;511;0;0;0;0;0;0;0;8;0;0;0;0;74;0;0;0;0;5;15;0;0;0;0;0;0;0;0;0
FunITS-BC45-204_S45_L001;0;0;14;0;0;12;0;0;0;0;0;2;0;2937;0;330;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;10;12;0;0;0;0;48;6;9428;0;0;0;0;11;0;0;181;0;0;0;0;26;0;4;0;0;0;0;292;0;0;0;0;0;0;0;6404;8;0;0;57;0;0;0;0;458;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;75;75;12;0;0;482;0;0;0;0;0;0;0;0;0;0;11;0;261;0;0;0;0;0;0;144;29;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;16;0;0;0;0;0;0;0;0;0;0;0;172;0;23;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0
FunITS-BC137-78_S137_L001;0;0;30;0;0;17;0;0;0;0;0;10;0;146;0;231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;5;6;13538;0;0;0;5;15;0;0;230;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0;54;0;0;0;0;866;0;90;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;5;0;8;0;0;105;0;0;0;0;0;81;0;0;0;8;0;0;0;0;6;1532;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;0;3;0;3;4427;35;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;41;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;157;9;0;0;0;0;0;0;0;0;0;0;0;482;0;24;0;0;0;0;0;0;0;13;0;0;25;34;0;0;0;23;24;0;0;0;0;0;102;0;37;0
FunITS-BC115-42_S115_L001;0;0;62;0;0;47;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;142;0;0;9586;0;0;0;0;0;65;0;0;0;0;0;0;38;0;0;12;0;93;0;18;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;875;0;1768;0;0;0;0;0;0;4576;0;0;0;0;0;0;0;0;3472;0;0;0;0;0;9;0;0;0;0;0;0;35;0;0;0;0;5;0;0;0;0;0;0;0;15;0;0;0;0;637;0;0;37;0;0;0;0;0;0;0;0;0;190;0;0;0;0;0;0;297;77;0;0;0;0;38;0;66;0;0;0;0;0;0;0;0;0;0;35;0;0;21;0;12;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;14;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;35;0;22;0;0;0;99;0;0;0;0;0;33;0;0;0
FunITS-BC28-187_S28_L001;0;4;54;0;0;0;0;0;0;0;0;0;0;89;0;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;12;6726;0;0;0;0;0;0;0;23;0;0;0;0;13716;0;9;0;0;0;0;0;0;0;0;0;0;0;0;208;11;0;0;27;0;0;0;0;69;0;35;0;3;0;0;0;0;0;23;0;0;6;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;19;381;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;68;13;71;0;0;0;0;0;8;0;0;0;0;18;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;81;11;0;0;0;0;0;0;0;0;0;0;0;367;0;0;0;0;0;0;0;0;0;0;0;0;65;78;0;0;0;6;50;0;0;0;0;0;0;0;0;0
FunITS-BC81-240_S81_L001;0;0;29;0;0;28;0;0;0;0;0;29;0;4727;0;371;0;0;0;0;0;0;6;0;0;0;0;176;0;0;0;0;0;28;0;0;0;0;17;0;10036;0;0;0;48;10;0;0;94;0;0;0;0;0;0;0;0;0;0;0;457;0;0;0;0;0;0;0;3743;0;0;0;75;0;0;0;0;678;0;604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;577;60;0;0;3;217;0;0;0;0;0;0;0;0;0;0;233;0;20;0;0;0;0;0;0;154;37;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;0;124;0;16;0;0;0;0;0;0;0;0;6;0;9;5;0;0;0;3;105;0;0;0;0;0;13;0;0;0
FunITS-BC102-24_S102_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468;0;0;5589;0;0;0;0;0;0;0;0;0;0;0;0;31;18;0;0;50;19;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;9001;0;91;0;0;0;0;0;0;190;15;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;6;0;0;0;17;0;0;0;0;18;0;0;0;0;0;0;0;0;38;0;0;0;149;0;0;13;0;0;0;0;0;0;7;0;0;78;0;7;0;0;0;0;5151;156;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;25;0;0;1538;0;0;0;0;0;0;0;0;0;0;36;17;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;157;0;0;0;0;151;14;0;0;0;0;0;4;0;0;0
FunITS-BC50-209_S50_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1753;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;16;0;0;0;0;4656;0;2872;0;0;0;0;0;0;9135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FunITS-BC91-3_S91_L001;0;0;204;67;0;0;0;0;0;0;0;28;0;1927;0;91;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;9;0;0;0;0;0;0;14078;0;0;0;0;0;0;0;367;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;505;0;0;0;28;0;0;0;0;3103;0;372;0;0;0;0;0;0;0;8;0;0;0;0;0;0;68;7;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;0;0;4;1544;0;0;0;0;0;3;0;0;0;0;0;0;8;0;0;0;0;0;0;102;94;9;0;0;0;0;0;52;0;3;0;0;15;0;0;0;29;0;0;0;9;0;0;23;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;129;0;0;0;0;113;0;0;0;0;0;0;0;12;0;0;0;0;8;31;0;6;0;0;0;7;0;0;0
FunITS-BC58-217_S58_L001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;5348;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;6965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;0;0;0;59;0;0;0;0;3588;0;785;0;0;0;0;0;0;3388;0;0;0;0;0;0;0;0;79;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2531;0;0;0;291;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FunITS-BC38-197_S38_L001;0;0;0;0;0;9;0;61;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;5027;0;0;0;0;0;14;0;0;0;0;0;0;0;9;0;0;42;0;0;13;7;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;429;0;0;0;129;0;0;0;0;5624;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;542;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;10223;0;0;0;0;86;0;0;5;5;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;13;0;0;0;0;0;4;12;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;17;0;0;0
FunITS-BC325-246_S325_L001;0;0;42;0;0;0;0;0;0;0;0;37;0;108;0;24;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;58;7057;0;0;0;0;0;0;0;50;0;0;0;0;14395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;15;0;0;33;0;0;0;0;80;0;22;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;17;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;32;19;0;0;0;0;0;0;0;0;0;0;42;0;0;0;143;0;0;0;0;0;0;20;0;0;0;0;0;5;0;0;0;312;14;0;0;18;0;0;0;0;8;0;0;0;731;0;0;0;0;0;0;0;0;0;32;0;0;0;0;5;0;0;0;26;0;7;0;0;0;0;0;0;0
FunITS-BC43-202_S43_L001;0;0;23;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;10;0;0;5875;0;0;0;0;0;32;0;0;0;0;0;8;22;0;0;0;4;16;0;11;11;0;0;0;0;14;0;169;0;0;0;0;0;0;0;0;0;0;0;0;9822;0;0;0;0;0;0;0;0;2312;0;3280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;7;0;12;0;0;6;166;0;0;0;0;1133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;152;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505;0;0;0;0;0;8;0;0;0;0;0;0;3;0;0;0;0;0;10;0;0;0;0;0;0;0;48;0;0;0;0;7;0;0;0;0;0;6;0;0;0
FunITS-BC76-235_S76_L001;0;0;33;0;0;0;0;0;0;0;0;60;0;109;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;7;12140;0;0;0;0;8;0;0;67;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;10229;0;0;0;34;0;0;0;0;34;11;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;5;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;83;17;0;0;0;0;0;0;17;0;0;0;0;14;0;0;0;193;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;523;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FunITS-BC116-44_S116_L001;0;0;15;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;121;0;0;3474;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;10;71;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;6;15703;0;3765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;81;0;0;0;188;0;0;0;0;0;0;0;0;8;0;0;0;6;0;0;0;0;0;0;70;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;510;0;0;0
FunITS-BC42-201_S42_L001;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;7;0;0;5534;0;0;0;0;0;7;0;0;0;0;8;0;0;0;0;0;0;9;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;48;0;0;0;0;1582;0;10017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;27;0;0;0;0;0;55;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6333;0;0;70;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;22;0;9;0;0;0;0;0;0;0;0;0;0;0;0;463;0;0;0;0;0;139;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0
FunITS-BC131-67_S131_L001;0;0;183;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;2604;0;0;0;0;0;193;0;0;0;0;0;0;3089;0;0;0;0;15;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;39;0;0;0;0;16423;0;1221;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;69;219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;11;0;0;0;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;2;0;0;0;0;0;0
FunITS-BC136-74_S136_L001;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;11144;0;0;0;0;0;41;0;0;0;0;0;20;19;0;0;0;0;115;0;0;7;0;0;0;0;0;0;242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;0;0;0;0;9926;0;968;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;36;0;8;0;0;17;0;0;0;0;0;0;0;17;0;0;0;0;390;0;0;65;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;52;12;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;154;16;45;0;200;0;0;0;0;0;0;0;0;0;0;0;9;122;23;0;0;0;0;0;6;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;496;0;0;0
FunITS-BC37-196_S37_L001;0;0;0;0;0;28;0;0;0;9;0;0;0;16;0;2;0;0;0;0;0;0;0;0;4;0;0;2423;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;34;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;12;0;0;0;0;7965;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FunITS-BC106-29_S106_L001;0;0;71;0;0;106;0;0;0;0;0;0;0;15;591;0;0;0;0;0;0;7;29;0;0;0;0;0;0;0;0;0;25;29;0;17;0;0;43;57;49;0;0;0;0;29;0;0;65;0;0;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;101;13;0;0;73;0;0;0;0;176;23;97;0;0;0;0;0;0;0;44;0;0;0;0;0;5;0;0;0;0;0;0;0;36;0;0;0;0;0;8;0;0;15;0;0;0;0;0;9;0;0;0;56;0;0;0;0;35;850;0;0;67;0;0;0;0;0;0;165;0;0;50;0;8;0;0;0;0;335;53;19435;0;0;0;0;0;0;0;0;0;3;21;0;5;0;358;0;14;0;10;0;0;132;4;0;0;0;0;0;0;0;0;33;56;0;0;7;20;0;0;0;0;0;9;0;684;0;11;0;0;0;0;0;0;0;24;0;0;61;30;18;306;0;60;85;0;0;0;0;0;11;0;0;0
FunITS-BC47-206_S47_L001;0;0;171;22;0;0;0;0;0;0;0;14;206;3531;0;329;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;331;29;7273;0;0;0;137;33;337;0;111;0;0;41;0;0;0;36;0;0;0;0;10;0;0;0;0;0;0;0;3891;0;0;0;136;0;0;0;0;731;0;1840;0;0;0;0;0;0;0;14;0;0;0;0;0;0;14;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276;0;0;0;61;0;417;33;0;0;2493;2;0;0;0;19;0;0;0;0;0;0;0;19;0;0;0;0;148;2;257;46;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;99;0;0;0;5;0;0;34;0;0;0;0;0;0;0;0;0;749;12;0;0;0;0;0;0;0;0;0;0;15;537;0;109;0;0;36;0;0;16;0;38;0;5;49;13;0;0;0;11;61;0;0;0;0;0;19;0;0;0
FunITS-BC293-111_S293_L001;0;0;37;94;0;50;0;0;0;0;0;14;38;1186;0;599;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;4;10;0;0;0;0;84;14;13464;0;0;0;0;43;0;0;87;0;0;139;0;28;0;149;0;0;0;0;10;55;0;0;0;0;0;0;144;0;0;0;48;0;0;0;0;1593;25;352;0;0;0;0;0;0;0;8;0;0;0;0;0;0;19;28;0;0;0;0;0;12;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;16;0;114;0;0;18;954;0;0;0;0;0;0;0;0;0;0;0;3;30;0;0;0;0;0;0;316;97;3876;0;0;0;0;0;278;0;0;0;0;20;0;0;0;45;0;9;0;0;0;0;56;0;0;0;0;16;0;0;0;0;370;3;0;0;0;0;0;0;0;0;0;0;0;360;0;0;0;0;0;0;0;0;0;14;0;0;45;0;0;0;0;6;19;0;6;0;0;0;30;0;0;0
